customer_ref,application_id,application_hour,application_day_of_week,account_open_year,preferred_contact,referral_code,account_status_code,num_login_sessions,num_customer_service_calls,has_mobile_app,paperless_billing,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,debt_service_ratio,payment_to_income_ratio,credit_utilization,revolving_balance,credit_usage_amount,available_credit,total_monthly_debt_payment,annual_debt_payment,loan_to_annual_income,total_debt_amount,monthly_free_cash_flow,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,loan_type,loan_amount,loan_term,interest_rate,loan_purpose,loan_to_value_ratio,origination_channel,loan_officer_id,marketing_campaign,credit_score,num_credit_accounts,oldest_credit_line_age,oldest_account_age_months,total_credit_limit,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,num_public_records,num_collections,account_diversity_index
106487,561509,14,1,2023,Email,REF7451,Active,7,2,1,1,32,61400.0,1.7,Part-time,Some College,Married,2,5117.0,1946.38,2908.89,0.949,0.9489127035830619,0.569,0.244,27108.4,27108.4,83991.6,4855.27,58263.240000000005,7.267100977198697,473308.4,261.4,TX,3.2,61000.0,1650.0,102.0,83.0,Mortgage,446200.0,360,6.8,Refinance,0.885,Broker,1005,L,733,4,5.8,69.6,111100.0,0.0,0,0,1,0,0.126
106488,640138,7,1,2023,Email,REF0000,Active3,5,3,1,1,24,20700.0,0.8,Full-time,High School,Single,0,1725.0,355.16,486.68,0.488,0.4880231884057971,0.282,0.356,18262.8,18262.8,33037.2,841.84,10102.08,3.5410628019323673,91562.8,883.16,MO,4.3,55000.0,1380.0,87.0,80.0,Mortgage,73300.0,360,6.98,Home Purchase,0.79,Broker,1057,S,658,4,6.0,72.0,51300.0,0.0,0,0,0,0,0.187
106489,623725,13,6,2014,Email,REF0000,Active1,11,2,1,1,43,41100.0,7.4,Self-employed,Bachelor,Married,1,3425.0,1100.48,277.59,0.402,0.40235620437956204,0.081,0.366,49666.2,49666.2,86033.8,1378.07,16536.84,0.2141119221411192,58466.2,2046.93,TX,3.8,61000.0,1520.0,110.0,94.0,Personal,8800.0,36,8.45,Debt Consolidation,0.0,Online,999,L,758,4,5.3,63.599999999999994,135700.0,0.0,2,2,0,0,0.218
106490,555445,12,3,2023,Phone,REF0000,Active2,5,2,1,0,37,23900.0,4.3,Self-employed,Graduate,Single,1,1991.67,494.59,1115.44,0.808,0.8083832635983264,0.56,0.554,27256.8,27256.8,21943.2,1610.03,19320.36,9.430962343096235,252656.8,381.64,NC,4.2,54000.0,1280.0,102.0,85.0,Mortgage,225400.0,360,4.3,Refinance,0.561,Broker,1051,Q,782,12,16.1,193.20000000000002,49200.0,0.0,0,0,0,0,0.317
106491,579336,0,1,2016,Phone,REF0000,A01,8,3,0,0,39,58200.0,3.2,Full-time,Bachelor,Married,2,4850.0,851.73,291.76,0.236,0.23577113402061856,0.06,0.079,7860.5,7860.5,91639.5,1143.49,13721.880000000001,0.19931271477663232,19460.5,3706.51,NY,5.1,72000.0,1680.0,132.0,105.0,Personal,11600.0,48,9.56,Medical,0.0,Online,1004,H,758,11,7.3,87.6,99500.0,0.0,0,0,0,0,0.358
106492,561771,11,6,2022,Email,REF5512,A01,14,1,1,1,40,32000.0,8.8,Full-time,Bachelor,Married,0,2667.0,829.23,256.09,0.407,0.406995,0.096,0.211,6224.5,6224.5,23275.5,1085.32,13023.84,1.684375,60124.5,1581.3466666666666,CA,6.1,75000.0,2110.0,163.0,127.0,Mortgage,53900.0,360,3.96,Home Purchase,0.617,Broker,1046,A,762,7,6.6,79.19999999999999,29500.0,0.0,1,1,0,1,0.321
106493,569789,10,6,2019,Mail,REF9311,Active3,11,2,0,1,49,47700.0,3.8,Contract,Advanced,Married,0,3975.0,1330.92,684.14,0.507,0.5069333333333333,0.172,0.623,24608.5,24608.5,14891.5,2015.06,24180.72,0.5576519916142557,51208.5,1959.94,PA,4.2,61000.0,1430.0,95.0,79.0,Personal,26600.0,48,10.74,Medical,0.0,Online,1018,V,775,14,8.1,97.19999999999999,39500.0,0.0,0,0,0,0,0.412
106494,548538,10,2,2016,Phone,REF0000,Active2,10,2,1,1,36,49100.0,6.6,Part-time,Advanced,Single,0,4091.67,331.06,2549.95,0.704,0.7041164969450101,0.623,0.348,22063.2,22063.2,41336.8,2881.01,34572.119999999995,7.861507128309572,408063.2,1210.66,FL,5.2,55000.0,1260.0,111.0,84.0,Mortgage,386000.0,360,6.93,Refinance,0.793,Branch,1081,E,709,10,13.3,159.60000000000002,63400.0,0.0,4,4,0,0,0.299
106495,627703,2,1,2011,Phone,REF3987,A01,7,4,1,1,28,41600.0,5.5,Full-time,Graduate,Married,0,3466.67,798.9,261.0,0.306,0.30574038461538466,0.075,0.598,79773.2,79773.2,53626.8,1059.9,12718.800000000001,0.2091346153846154,88473.2,2406.77,WA,5.1,78000.0,1820.0,156.0,128.0,Credit Card,8700.0,0,16.34,Revolving Credit,0.0,Branch,1056,I,735,4,10.0,120.0,133400.0,0.0,2,2,0,0,0.226
106496,583005,6,4,2018,Phone,REF0000,A01,2,1,1,0,21,20000.0,3.9,Full-time,Graduate,Single,0,1667.0,227.99,4953.66,3.109,3.1089899999999995,2.972,0.556,28411.6,28411.6,22688.4,5181.65,62179.799999999996,36.635,761111.6,-3514.98,PA,4.7,61000.0,1440.0,93.0,75.0,Mortgage,732700.0,360,7.16,Home Purchase,0.886,Broker,1009,N,632,10,3.0,36.0,51100.0,0.0,3,3,0,0,0.22
106497,642609,23,5,2012,Email,REF0000,Active3,8,1,0,1,49,45800.0,3.6,Full-time,High School,Single,0,3816.67,1376.69,192.0,0.411,0.411010480349345,0.05,0.287,22873.9,22873.9,56826.1,1568.69,18824.28,0.13973799126637554,29273.9,2247.9766666666665,AZ,3.9,58000.0,1440.0,113.0,101.0,Credit Card,6400.0,0,16.4,Revolving Credit,0.0,Online,1088,V,778,11,2.2,26.400000000000002,79700.0,0.0,1,1,0,0,0.331
106498,591531,7,1,2011,Email,REF0000,Active3,4,0,1,0,19,20000.0,1.2,Full-time,High School,Single,2,1667.0,253.42,609.72,0.518,0.517884,0.366,0.783,9474.3,9474.3,2625.7,863.14,10357.68,0.34,16274.3,803.5266666666668,CA,5.5,75000.0,1680.0,166.0,140.0,Personal,6800.0,12,13.74,Debt Consolidation,0.0,Broker,1043,B,637,10,1.0,12.0,12100.0,0.0,1,1,0,0,0.301
106499,568171,2,6,2022,Email,REF0000,Active3,10,0,1,0,24,29500.0,4.3,Full-time,Some College,Married,1,2458.33,913.22,2519.93,1.397,1.3965355932203387,1.025,0.496,13144.0,13144.0,13356.0,3433.15,41197.799999999996,11.423728813559322,350144.0,-974.82,CA,5.6,75000.0,1430.0,158.0,118.0,Mortgage,337000.0,360,8.2,Home Purchase,0.805,Online,1042,U,694,9,6.0,72.0,26500.0,0.0,2,2,0,0,0.264
106500,612205,23,6,2011,Email,REF0000,Active2,17,1,1,1,58,57000.0,8.1,Full-time,Graduate,Divorced,0,4750.0,1734.95,1364.52,0.653,0.6525200000000001,0.287,0.305,21807.5,21807.5,49692.5,3099.47,37193.64,4.192982456140351,260807.5,1650.5299999999997,FL,4.9,55000.0,1590.0,113.0,97.0,Mortgage,239000.0,360,5.55,Refinance,0.923,Direct Mail,1086,P,789,9,15.9,190.8,71500.0,0.0,2,2,0,0,0.308
106501,566984,19,2,2010,Mail,REF1260,Active1,2,4,1,1,34,27600.0,12.4,Full-time,Some College,Single,1,2300.0,868.26,2289.44,1.373,1.3729130434782608,0.995,0.631,44548.6,44548.6,26051.4,3157.7,37892.399999999994,14.076086956521738,433048.6,-857.7,CA,5.5,75000.0,1750.0,153.0,112.0,Mortgage,388500.0,360,5.84,Home Purchase,0.893,Online,1048,M,715,9,5.6,67.19999999999999,70600.0,0.0,0,0,0,0,0.188
106502,548554,1,3,2021,Email,REF0000,Active3,12,2,1,1,39,26600.0,2.3,Full-time,Some College,Married,3,2216.67,365.3,1785.94,0.97,0.970484210526316,0.806,0.4,19960.0,19960.0,29940.0,2151.24,25814.880000000005,10.556390977443609,300760.0,65.43,CA,5.6,75000.0,1640.0,148.0,115.0,Mortgage,280800.0,360,6.56,Home Purchase,0.72,Online,1043,J,675,5,13.6,163.2,49900.0,0.0,2,2,0,0,0.306
106503,643137,9,4,2019,Mail,REF0000,Active3,4,1,1,0,21,20000.0,3.6,Full-time,Bachelor,Single,1,1667.0,434.06,2704.22,1.883,1.8829679999999998,1.623,0.446,21541.8,21541.8,26758.2,3138.28,37659.36,25.98,541141.8,-1471.613333333333,FL,4.3,55000.0,1270.0,121.0,93.0,Mortgage,519600.0,360,4.73,Home Purchase,0.838,Branch,1085,J,696,7,3.0,36.0,48300.0,0.0,1,1,0,0,0.158
106504,580614,19,3,2016,Mail,REF0000,Active1,7,2,0,1,26,44800.0,7.1,Full-time,Some College,Married,0,3733.33,762.53,162.0,0.248,0.24764196428571428,0.043,0.061,3568.5,3568.5,54931.5,924.53,11094.36,0.12053571428571429,8968.5,2808.8,MI,5.5,57000.0,1330.0,91.0,81.0,Credit Card,5400.0,0,17.9,Revolving Credit,0.0,Online,1080,C,738,3,3.4,40.8,58500.0,0.0,1,1,0,0,0.167
106505,597687,7,4,2011,Email,REF0000,Active1,2,4,1,1,24,33200.0,7.0,Self-employed,Bachelor,Single,4,2766.67,259.28,276.0,0.193,0.19347469879518073,0.1,0.183,10668.9,10668.9,47631.1,535.28,6423.36,0.27710843373493976,19868.9,2231.39,NY,4.9,72000.0,2000.0,135.0,107.0,Credit Card,9200.0,0,18.1,Revolving Credit,0.0,Online,1001,R,680,5,6.0,72.0,58300.0,0.0,2,2,0,0,0.277
106506,623984,14,0,2021,Email,REF0000,A01,7,0,1,1,33,72400.0,12.8,Contract,Advanced,Single,2,6033.33,1983.97,2061.49,0.671,0.6705182320441989,0.342,0.082,4977.4,4977.4,55722.6,4045.46,48545.520000000004,4.585635359116022,336977.4,1987.87,GA,3.8,58000.0,1260.0,107.0,82.0,Mortgage,332000.0,360,6.33,Refinance,0.881,Online,1004,A,728,4,7.1,85.19999999999999,60700.0,0.0,3,3,0,0,0.295
106507,623476,20,6,2011,Email,REF0000,Active3,11,3,1,1,49,45700.0,6.1,Full-time,Graduate,Married,0,3808.0,1123.87,1908.82,0.796,0.7963299781181618,0.501,0.284,16386.8,16386.8,41313.2,3032.69,36392.28,7.897155361050328,377286.8,775.64,PA,4.9,61000.0,1360.0,85.0,81.0,Mortgage,360900.0,360,4.87,Refinance,0.843,Online,1010,K,805,6,17.1,205.20000000000002,57700.0,0.0,1,1,0,0,0.345
106508,582177,14,0,2016,Mail,REF0000,Active2,5,2,0,1,29,30100.0,9.9,Full-time,High School,Single,3,2508.0,1002.52,348.0,0.538,0.5384132890365448,0.139,0.293,6914.8,6914.8,16685.2,1350.52,16206.24,0.3853820598006645,18514.8,1157.81,NY,4.7,72000.0,1590.0,135.0,112.0,Credit Card,11600.0,0,19.23,Revolving Credit,0.0,Online,1003,B,642,10,11.0,132.0,23600.0,0.0,0,0,0,0,0.431
106509,626142,21,3,2016,Email,REF7289,A01,7,2,1,1,44,35400.0,9.2,Full-time,Advanced,Single,0,2950.0,229.15,273.0,0.17,0.17022033898305083,0.093,0.531,34090.2,34090.2,30109.8,502.15,6025.799999999999,0.2570621468926554,43190.2,2447.85,MD,4.5,84000.0,1890.0,125.0,109.0,Credit Card,9100.0,0,18.3,Revolving Credit,0.0,Broker,1079,X,720,9,1.3,15.600000000000001,64200.0,0.0,1,1,0,0,0.302
106510,548115,7,0,2018,Email,REF0000,Active2,6,4,1,0,31,24700.0,6.3,Full-time,High School,Single,1,2058.0,794.38,42.69,0.407,0.40667368421052624,0.021,0.483,12461.4,12461.4,13338.6,837.07,10044.84,0.06477732793522267,14061.4,1221.26,NC,4.1,54000.0,1300.0,124.0,105.0,Personal,1600.0,48,12.71,Major Purchase,0.0,Broker,1048,K,631,7,13.0,156.0,25800.0,0.0,3,3,0,0,0.316
106511,600192,21,3,2014,Phone,REF4692,Active2,18,3,1,1,62,105900.0,1.7,Full-time,Graduate,Divorced,1,8825.0,623.23,926.34,0.176,0.1755886685552408,0.105,0.361,120682.3,120682.3,213617.7,1549.5700000000002,18594.840000000004,0.2700661000944287,149282.3,7275.43,CA,5.3,75000.0,1900.0,159.0,128.0,Personal,28600.0,36,10.26,Other,0.0,Online,1047,H,843,15,10.8,129.60000000000002,334300.0,0.0,1,1,0,0,0.335
106512,608883,10,2,2023,Email,REF0000,Active,8,4,0,0,33,37000.0,5.4,Full-time,Bachelor,Single,0,3083.33,206.51,1765.37,0.64,0.6395286486486486,0.573,0.469,11631.2,11631.2,13168.8,1971.88,23662.559999999998,7.548648648648649,290931.2,1111.45,GA,4.0,58000.0,1490.0,113.0,95.0,Mortgage,279300.0,360,6.5,Home Purchase,0.674,Broker,1004,H,683,5,8.4,100.80000000000001,24800.0,0.0,3,3,0,0,0.221
106513,567226,18,1,2011,Email,REF0000,A01,11,2,0,1,40,20000.0,2.1,Full-time,Bachelor,Divorced,3,1666.67,613.7,425.97,0.624,0.623802,0.256,0.089,1495.2,1495.2,15304.8,1039.67,12476.04,0.835,18195.2,627.0,PA,4.9,61000.0,1390.0,99.0,87.0,Personal,16700.0,48,10.3,Medical,0.0,Online,1014,Y,740,6,18.3,219.60000000000002,16800.0,0.0,0,0,0,0,0.313
106514,613641,16,1,2012,Mail,REF0000,A01,8,2,1,1,44,145200.0,3.2,Self-employed,Bachelor,Married,0,12100.0,1897.83,246.3,0.177,0.177200826446281,0.02,0.556,146339.2,146339.2,116860.8,2144.13,25729.56,0.0674931129476584,156139.2,9955.869999999999,TN,4.0,53000.0,1330.0,97.0,76.0,Personal,9800.0,48,9.52,Medical,0.0,Broker,1070,Q,760,7,6.8,81.6,263200.0,0.0,2,2,1,0,0.291
106515,644106,17,4,2012,Phone,REF0000,Active3,7,1,1,1,29,53700.0,1.9,Full-time,Advanced,Married,3,4475.0,793.96,2947.48,0.836,0.8360759776536313,0.659,0.187,8358.9,8358.9,36341.1,3741.44,44897.28,9.184357541899441,501558.9,733.56,GA,3.4,58000.0,1530.0,96.0,80.0,Mortgage,493200.0,360,5.97,Home Purchase,0.783,Online,1004,N,734,10,11.0,132.0,44700.0,0.0,2,2,0,0,0.364
106516,644033,14,0,2016,Phone,REF0000,Active3,7,7,1,1,46,61500.0,10.9,Full-time,Advanced,Married,2,5125.0,295.0,432.0,0.142,0.14185365853658535,0.084,0.241,41379.7,41379.7,130320.3,727.0,8724.0,0.23414634146341465,55779.7,4398.0,NC,3.8,54000.0,1310.0,101.0,82.0,Unknown,14400.0,0,17.53,Revolving Credit,0.0,Online,1047,Y,745,16,14.9,178.8,171700.0,0.0,1,1,0,0,0.456
106517,605142,17,0,2010,Phone,REF3973,Active2,15,5,1,0,41,49900.0,4.8,Part-time,Bachelor,Married,4,4158.0,1103.19,1702.44,0.675,0.6747006012024049,0.409,0.112,9844.8,9844.8,78055.2,2805.63,33667.56,0.3867735470941884,29144.8,1352.7,TN,3.8,53000.0,1160.0,113.0,90.0,Personal,19300.0,12,10.63,Debt Consolidation,0.0,Online,1071,L,712,4,12.3,147.60000000000002,87900.0,0.0,0,0,0,0,0.356
106518,623073,5,6,2016,Email,REF1501,Active2,5,1,0,1,40,50500.0,5.1,Full-time,Bachelor,Single,0,4208.33,694.32,1035.89,0.411,0.4111390099009901,0.246,0.455,72618.0,72618.0,86982.0,1730.21,20762.52,3.6693069306930695,257918.0,2478.123333333333,GA,4.3,58000.0,1230.0,110.0,89.0,Mortgage,185300.0,360,5.36,Refinance,0.862,Online,1002,Z,794,9,9.9,118.80000000000001,159600.0,0.0,1,1,0,0,0.294
106519,589157,11,3,2023,Email,REF8343,Active2,5,1,1,1,40,43000.0,4.2,Full-time,Advanced,Married,3,3583.0,705.95,621.2,0.37,0.3703674418604651,0.173,0.236,31836.4,31836.4,103063.6,1327.15,15925.800000000001,0.43488372093023253,50536.4,2256.18,OH,4.4,56000.0,1390.0,98.0,84.0,Personal,18700.0,36,12.01,Debt Consolidation,0.0,Branch,1047,T,733,10,16.6,199.20000000000002,134900.0,0.0,1,1,0,0,0.478
106520,553004,6,0,2012,Phone,REF3559,Active1,3,4,1,1,29,37400.0,4.9,Full-time,Some College,Single,1,3116.67,1169.3,246.0,0.454,0.4541069518716578,0.079,0.405,32157.0,32157.0,47243.0,1415.3,16983.6,0.2192513368983957,40357.0,1701.3666666666666,VA,3.1,74000.0,1670.0,124.0,110.0,Credit Card,8200.0,0,16.99,Revolving Credit,0.0,Broker,1089,S,719,9,11.0,132.0,79400.0,1.0,1,1,0,0,0.39
106521,605829,13,5,2018,Phone,REF0000,Active3,6,2,1,1,38,31500.0,5.2,Full-time,Some College,Married,3,2625.0,208.86,2453.14,1.014,1.0140952380952382,0.935,0.765,58752.0,58752.0,18048.0,2662.0,31944.0,11.6,424152.0,-37.0,TN,4.2,53000.0,1260.0,100.0,77.0,Mortgage,365400.0,360,7.09,Refinance,0.829,Direct Mail,1071,I,686,4,8.1,97.19999999999999,76800.0,0.0,2,2,0,0,0.219
106522,588993,9,1,2011,Phone,REF8307,Active2,6,1,1,0,24,20000.0,0.3,Full-time,High School,Single,1,1667.0,496.24,80.88,0.346,0.34627199999999997,0.049,0.225,5017.5,5017.5,17282.5,577.12,6925.4400000000005,0.12,7417.5,1089.55,WA,5.0,78000.0,1740.0,164.0,131.0,Personal,2400.0,36,13.01,Home Improvement,0.0,Branch,1054,X,657,1,6.0,72.0,22300.0,1.0,2,2,0,0,0.171
106523,606234,3,1,2017,Mail,REF0000,Active1,7,2,0,1,41,43300.0,0.8,Contract,Graduate,Married,1,3608.0,189.87,2398.38,0.717,0.71729792147806,0.665,0.66,79596.0,79596.0,41004.0,2588.25,31059.0,8.628175519630485,453196.0,1020.08,MI,4.8,57000.0,1530.0,101.0,82.0,Mortgage,373600.0,360,6.65,Refinance,0.855,Online,1073,A,749,18,9.0,108.0,120600.0,0.0,2,2,0,0,0.506
106524,597574,19,4,2019,Phone,REF0000,Active2,13,4,0,1,45,76800.0,14.2,Full-time,Graduate,Single,1,6400.0,1728.56,1528.17,0.509,0.5088640625,0.239,0.526,101570.6,101570.6,91529.4,3256.73,39080.76,3.7578125,390170.6,3143.27,FL,4.5,55000.0,1240.0,114.0,82.0,Mortgage,288600.0,360,4.88,Refinance,0.799,Branch,1081,S,743,10,12.0,144.0,193100.0,0.0,2,2,0,0,0.313
106525,597575,11,4,2015,Email,REF0000,Active,9,1,1,1,26,49300.0,8.2,Full-time,Graduate,Married,0,4108.33,918.65,324.0,0.302,0.30247058823529416,0.079,0.424,16196.8,16196.8,22003.2,1242.65,14911.800000000001,0.21906693711967545,26996.8,2865.68,WI,3.9,60000.0,1330.0,89.0,76.0,Credit Card,10800.0,0,17.43,Revolving Credit,0.0,Branch,1089,C,750,8,8.0,96.0,38200.0,0.0,0,0,0,1,0.369
106526,604312,1,3,2012,Mail,REF2242,Active1,4,1,1,0,24,36400.0,6.9,Self-employed,Graduate,Single,2,3033.33,615.29,252.0,0.286,0.2859197802197802,0.083,0.382,16540.6,16540.6,26759.4,867.29,10407.48,0.23076923076923078,24940.6,2166.0433333333335,NY,5.0,72000.0,1710.0,139.0,115.0,Credit Card,8400.0,0,20.12,Revolving Credit,0.0,Broker,1003,Q,669,5,6.0,72.0,43300.0,0.0,2,2,0,0,0.303
106527,628070,21,5,2021,Phone,REF0000,Active1,5,2,1,0,20,20000.0,2.0,Full-time,High School,Single,3,1666.67,237.18,304.16,0.325,0.324804,0.182,0.567,14685.3,14685.3,11214.7,541.34,6496.08,0.58,26285.3,1125.3266666666668,CA,5.1,75000.0,1880.0,163.0,126.0,Personal,11600.0,48,11.77,Major Purchase,0.0,Online,1048,B,647,5,2.0,24.0,25900.0,0.0,0,0,0,0,0.146
106528,566180,6,4,2020,Email,REF0000,Active1,8,2,1,1,27,27000.0,2.8,Full-time,Bachelor,Married,2,2250.0,256.83,2330.54,1.15,1.1499422222222222,1.036,0.714,59761.8,59761.8,23938.2,2587.37,31048.44,15.118518518518519,467961.8,-337.3699999999999,CA,5.6,75000.0,1920.0,163.0,123.0,Mortgage,408200.0,360,5.55,Home Purchase,0.775,Online,1042,O,720,2,4.9,58.800000000000004,83700.0,0.0,6,6,0,0,0.234
106529,626348,16,0,2019,Email,REF0000,A01,7,1,1,0,22,38200.0,4.7,Full-time,High School,Single,0,3183.33,783.38,546.62,0.418,0.4178010471204188,0.172,0.248,6894.4,6894.4,20905.6,1330.0,15960.0,0.42408376963350786,23094.4,1853.3333333333335,NJ,5.2,82000.0,1990.0,142.0,117.0,Personal,16200.0,36,13.1,Medical,0.0,Direct Mail,1013,Y,687,10,4.0,48.0,27800.0,0.0,3,3,0,0,0.28
106530,625444,5,2,2021,Email,REF0000,Active3,7,0,1,1,43,23200.0,6.6,Full-time,Bachelor,Divorced,1,1933.33,324.97,2608.41,1.517,1.5172655172413794,1.349,0.648,43092.0,43092.0,23408.0,2933.38,35200.56,17.387931034482758,446492.0,-1000.05,PA,4.3,61000.0,1610.0,103.0,93.0,Mortgage,403400.0,360,6.72,Home Purchase,0.941,Branch,1016,F,658,6,4.2,50.400000000000006,66500.0,0.0,0,0,0,0,0.134
106531,567001,12,2,2015,Email,REF0000,A01,13,1,0,0,53,30600.0,12.4,Full-time,Some College,Married,3,2550.0,213.86,752.1,0.379,0.3788078431372549,0.295,0.178,6230.0,6230.0,28770.0,965.96,11591.52,0.7483660130718954,29130.0,1584.04,FL,4.7,55000.0,1420.0,123.0,87.0,Personal,22900.0,36,11.22,Debt Consolidation,0.0,Broker,1086,R,736,18,22.0,264.0,35000.0,0.0,2,2,0,0,0.549
106532,614822,13,4,2016,Phone,REF3648,Active3,12,5,1,0,45,30500.0,7.3,Self-employed,High School,Single,1,2541.67,179.01,986.62,0.459,0.458608524590164,0.388,0.296,26225.6,26225.6,62374.4,1165.63,13987.560000000001,6.0950819672131145,212125.6,1376.04,VA,4.0,74000.0,1760.0,128.0,108.0,Mortgage,185900.0,360,4.9,Home Purchase,0.788,Broker,1087,H,677,7,8.3,99.60000000000001,88600.0,0.0,3,3,0,0,0.335
106533,566848,7,4,2013,Email,REF0000,Active2,8,0,1,1,32,22100.0,5.7,Full-time,Bachelor,Married,1,1842.0,442.23,462.54,0.491,0.4912778280542986,0.251,0.441,12392.1,12392.1,15707.9,904.77,10857.24,0.7782805429864253,29592.1,936.9,TN,4.6,53000.0,1570.0,113.0,80.0,Personal,17200.0,48,13.13,Debt Consolidation,0.0,Branch,1068,D,643,16,14.0,168.0,28100.0,0.0,1,1,0,0,0.372
106534,613442,9,5,2022,Email,REF0000,Active2,5,5,1,1,44,89900.0,8.4,Full-time,Graduate,Married,1,7492.0,447.45,1091.81,0.205,0.20546295884315904,0.146,0.433,66508.8,66508.8,87091.2,1539.26,18471.12,0.25917686318131256,89808.8,5952.406666666667,NY,4.9,72000.0,1560.0,140.0,118.0,Personal,23300.0,24,11.54,Home Improvement,0.0,Online,1001,Z,834,12,14.6,175.2,153600.0,0.0,1,1,0,0,0.454
106535,594128,5,3,2023,Email,REF0000,Active,12,0,0,0,57,61100.0,9.0,Full-time,Bachelor,Single,0,5091.67,1297.34,353.81,0.324,0.32428477905073644,0.069,0.618,69586.8,69586.8,43013.2,1651.15,19813.8,0.22749590834697217,83486.8,3440.5166666666673,MD,4.5,84000.0,1970.0,118.0,107.0,Personal,13900.0,48,10.19,Major Purchase,0.0,Online,1078,O,781,17,13.0,156.0,112600.0,0.0,1,1,0,0,0.394
106536,589396,22,0,2011,Email,REF0000,Active,4,1,1,0,36,35500.0,5.2,Full-time,High School,Single,0,2958.33,712.39,126.0,0.283,0.2833994366197183,0.043,0.223,20984.3,20984.3,73115.7,838.39,10060.68,0.11830985915492957,25184.3,2119.94,TX,4.1,61000.0,1500.0,113.0,87.0,Credit Card,4200.0,0,18.26,Revolving Credit,0.0,Broker,1004,Q,694,10,6.1,73.19999999999999,94100.0,0.0,0,0,0,0,0.373
106537,580428,11,0,2010,Email,REF0000,Active2,8,3,1,0,42,103300.0,11.0,Full-time,Bachelor,Married,3,8608.33,940.48,372.0,0.152,0.15246621490803483,0.043,0.233,43431.2,43431.2,142968.8,1312.48,15749.76,0.12003872216844143,55831.2,7295.853333333334,WI,4.0,60000.0,1590.0,97.0,81.0,Credit Card,12400.0,0,17.1,Revolving Credit,0.0,Online,1089,Y,791,12,13.5,162.0,186400.0,0.0,1,1,0,0,0.388
106538,603950,22,6,2021,Email,REF3969,Active1,12,3,1,1,36,53200.0,10.8,Full-time,Bachelor,Single,1,4433.33,1282.35,1709.54,0.675,0.6748624060150377,0.386,0.225,18360.0,18360.0,63240.0,2991.89,35902.68,5.026315789473684,285760.0,1441.4433333333332,CA,5.5,75000.0,1720.0,161.0,130.0,Mortgage,267400.0,360,6.61,Home Purchase,0.796,Broker,1046,D,697,7,15.6,187.2,81600.0,0.0,2,2,0,0,0.264
106539,578417,10,1,2012,Mail,REF0000,A01,8,1,1,1,40,35700.0,7.9,Full-time,Advanced,Married,1,2975.0,1065.82,3176.78,1.426,1.4260840336134455,1.068,0.229,18617.7,18617.7,62682.3,4242.6,50911.200000000004,12.585434173669467,467917.7,-1267.6,MD,4.4,84000.0,1780.0,128.0,113.0,Mortgage,449300.0,180,3.34,Home Purchase,0.821,Broker,1084,O,760,6,13.0,156.0,81300.0,0.0,1,1,0,0,0.385
106540,642733,20,2,2015,Email,REF0000,A01,20,3,0,1,60,42500.0,6.1,Full-time,Graduate,Married,0,3541.67,1313.59,1520.32,0.8,0.8001628235294117,0.429,0.465,27900.0,27900.0,32100.0,2833.91,34006.92,4.169411764705882,205100.0,707.76,PA,4.9,61000.0,1580.0,97.0,86.0,Mortgage,177200.0,180,6.26,Home Purchase,0.65,Online,1011,O,747,15,10.9,130.8,60000.0,0.0,4,4,0,1,0.36
106541,615242,8,1,2021,Email,REF4268,Active2,16,3,1,1,41,81800.0,5.7,Unknown,Some College,Single,0,6817.0,1942.02,154.81,0.308,0.30760342298288507,0.023,0.778,134205.0,134205.0,38295.0,2096.83,25161.96,0.07334963325183375,140205.0,4719.84,NC,4.7,54000.0,1480.0,108.0,85.0,Personal,6000.0,48,10.91,Debt Consolidation,0.0,Online,1049,Y,690,10,14.7,176.39999999999998,172500.0,1.0,1,1,0,0,0.341
106542,550257,15,6,2016,Email,REF0000,Active2,11,2,1,1,40,38800.0,10.7,Part-time,Bachelor,Divorced,0,3233.33,633.27,258.0,0.276,0.2756505154639175,0.08,0.288,27705.6,27705.6,68494.4,891.27,10695.24,0.22164948453608246,36305.6,2342.0633333333335,WA,5.0,78000.0,1990.0,151.0,118.0,Credit Card,8600.0,0,18.6,Revolving Credit,0.0,Online,1052,U,687,11,17.8,213.60000000000002,96200.0,0.0,0,0,0,0,0.372
106543,595746,23,0,2015,Email,REF0000,A01,9,3,1,1,38,54300.0,11.3,Contract,Graduate,Divorced,0,4525.0,1077.02,444.0,0.336,0.3361370165745856,0.098,0.569,95535.1,95535.1,72364.9,1521.02,18252.239999999998,0.27255985267034993,110335.1,3003.98,NY,4.9,72000.0,1800.0,145.0,110.0,Credit Card,14800.0,0,16.14,Revolving Credit,0.0,Online,1002,V,758,14,11.6,139.2,167900.0,0.0,0,0,0,0,0.466
