age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,payment_to_income_ratio,credit_score,num_credit_accounts,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,credit_utilization,available_credit,loan_amount,loan_term,interest_rate,loan_to_value_ratio,total_debt_amount,monthly_free_cash_flow
41,37500.0,2.1,Self-employed,High School,Married,5,3125.0,809.69,2187.24,0.959,0.7,716,16,1.0,2,2,0.602,45173.0,24500.0,12,12.91,0.0,92827.0,128.07
50,59600.0,2.6,Full-time,Graduate,Married,2,4967.0,397.01,208.26,0.122,0.042,738,11,0.0,2,2,0.517,77086.8,6400.0,36,10.58,0.0,88913.2,4361.4
45,79600.0,14.7,Full-time,Bachelor,Married,4,6633.33,1910.18,432.0,0.353,0.065,767,13,0.0,4,4,0.288,156141.6,14400.0,0,17.79,0.0,77558.4,4291.153333333333
26,20000.0,6.3,Full-time,High School,Single,0,1666.67,294.73,201.0,0.297,0.121,649,2,0.0,2,2,0.419,7901.6,6700.0,0,19.58,0.0,12398.4,1170.94
22,20000.0,4.3,Full-time,High School,Married,2,1666.67,378.82,240.0,0.371,0.144,661,5,0.0,1,1,0.477,28451.2,8000.0,0,18.84,0.0,33948.8,1047.85
34,52100.0,16.1,Full-time,Bachelor,Married,1,4342.0,1548.19,153.0,0.392,0.035,655,9,0.0,0,0,0.904,9571.2,5100.0,0,18.79,0.0,95228.8,2640.476666666667
18,20000.0,0.5,Part-time,Bachelor,Single,0,1667.0,623.21,497.2,0.672,0.298,659,2,0.0,2,2,0.513,27856.4,18800.0,48,12.23,0.0,48143.6,546.26
22,20000.0,4.5,Unknown,Some College,Single,0,1666.67,302.03,2945.18,1.948,1.767,697,9,0.0,5,5,0.568,25963.2,552400.0,360,4.94,0.76,586536.8,-1580.54
41,56600.0,6.3,Full-time,Graduate,Married,1,4717.0,1693.59,243.0,0.411,0.052,733,3,0.0,1,1,0.478,74124.0,8100.0,0,16.61,0.0,75976.0,2780.076666666667
37,28500.0,2.4,Full-time,High School,Single,1,2375.0,264.97,602.96,0.365,0.254,633,14,0.0,3,3,0.346,46237.8,17500.0,36,14.57,0.0,41962.2,1507.07
29,34600.0,2.7,Full-time,High School,Single,0,2883.33,934.68,1291.37,0.772,0.448,681,11,0.0,2,2,0.248,68582.4,177000.0,360,7.94,0.813,199617.6,657.28
46,64300.0,4.1,Full-time,Bachelor,Married,1,5358.0,440.37,1009.14,0.271,0.188,708,8,0.0,1,1,0.452,67623.2,21600.0,24,11.24,0.0,77376.8,3908.823333333333
28,34500.0,5.9,Full-time,Graduate,Married,1,2875.0,374.15,357.0,0.254,0.124,740,4,0.0,2,2,0.592,39576.0,11900.0,0,17.8,0.0,69324.0,2143.85
42,37200.0,8.8,Full-time,High School,Married,3,3100.0,1003.84,378.0,0.446,0.122,726,21,0.0,4,4,0.39,34526.0,12600.0,0,17.85,0.0,34674.0,1718.1599999999999
31,38100.0,3.0,Full-time,Bachelor,Single,1,3175.0,659.93,853.22,0.477,0.269,712,3,0.0,2,2,0.518,52586.2,25600.0,36,12.24,0.0,82113.8,1661.85
31,53100.0,2.0,Full-time,Bachelor,Married,2,4425.0,523.35,321.0,0.191,0.073,726,5,0.0,2,2,0.559,44320.5,10700.0,0,18.33,0.0,66879.5,3580.65
41,166200.0,5.8,Unknown,Graduate,Divorced,1,13850.0,2700.91,140.74,0.205,0.01,798,14,0.0,5,5,0.374,208833.6,6500.0,60,10.82,0.0,131266.4,11008.35
43,41700.0,2.8,Unknown,Bachelor,Divorced,0,3475.0,855.19,387.0,0.357,0.111,683,7,0.0,1,1,0.52,19392.0,12900.0,0,19.86,0.0,33908.0,2232.81
48,73700.0,4.8,Full-time,Advanced,Married,0,6141.67,802.3,1990.2,0.455,0.324,726,16,0.0,2,2,0.492,39725.6,283800.0,360,7.53,0.932,322274.4,3349.166666666667
24,26100.0,0.2,Self-employed,High School,Married,1,2175.0,290.74,1134.21,0.655,0.521,730,8,0.0,1,1,0.471,33644.4,34400.0,36,11.49,0.0,64355.6,750.05
31,50900.0,5.9,Full-time,Graduate,Married,2,4241.67,403.93,873.32,0.301,0.206,745,10,0.0,3,3,0.71,38802.0,9900.0,12,10.64,0.0,104898.0,2964.416666666667
40,51900.0,7.9,Full-time,Bachelor,Married,1,4325.0,535.89,200.55,0.17,0.046,735,10,0.0,1,1,0.237,26705.0,6200.0,36,10.17,0.0,14495.0,3588.56
25,63600.0,7.8,Part-time,Some College,Single,3,5300.0,661.05,342.53,0.189,0.065,685,9,0.0,2,2,0.513,32336.8,15700.0,60,11.15,0.0,49763.2,4296.42
24,29200.0,6.3,Full-time,High School,Married,1,2433.0,569.97,87.0,0.27,0.036,680,12,0.0,3,3,0.568,24840.0,2900.0,0,17.57,0.0,35560.0,1776.36
53,27400.0,12.5,Part-time,High School,Divorced,0,2283.0,438.92,985.72,0.624,0.432,615,13,0.0,5,5,0.494,12700.6,28800.0,36,14.1,0.0,41199.4,858.69
34,51600.0,2.8,Full-time,Graduate,Single,0,4300.0,1674.62,178.54,0.431,0.042,640,4,0.0,3,3,0.262,102360.6,6600.0,48,13.45,0.0,42939.4,2446.84
39,70600.0,11.0,Self-employed,Some College,Married,2,5883.33,1868.17,108.0,0.336,0.018,673,10,1.0,2,2,0.389,81629.6,3600.0,0,19.01,0.0,55570.4,3907.163333333333
30,38000.0,2.4,Part-time,Some College,Single,0,3166.67,670.49,1559.92,0.704,0.493,709,4,0.0,2,2,0.539,21574.8,196500.0,360,8.85,0.861,221725.2,936.26
59,44400.0,3.7,Self-employed,Graduate,Single,1,3700.0,401.63,1758.96,0.584,0.475,726,15,0.0,2,2,0.55,38340.0,37200.0,24,12.45,0.0,84060.0,1539.41
30,61300.0,1.8,Full-time,Advanced,Single,1,5108.33,871.43,3126.01,0.783,0.612,748,12,0.0,1,1,0.586,34569.0,410000.0,180,4.45,0.897,458931.0,1110.89
43,33500.0,0.9,Full-time,Some College,Married,1,2791.67,1022.57,363.0,0.496,0.13,709,2,0.0,2,2,0.142,20677.8,12100.0,0,16.82,0.0,15522.2,1406.0966666666664
36,84000.0,1.9,Part-time,Bachelor,Single,2,7000.0,2663.37,231.0,0.413,0.033,626,6,0.0,0,0,0.237,75765.9,7700.0,0,20.76,0.0,31234.1,4105.63
40,36400.0,6.1,Full-time,Some College,Married,0,3033.33,167.01,198.67,0.121,0.065,706,2,0.0,2,2,0.732,28729.600000000006,7700.0,48,10.91,0.0,86170.4,2667.65
18,25900.0,0.3,Self-employed,Bachelor,Single,1,2158.33,702.37,372.0,0.498,0.172,610,4,0.0,1,1,0.266,48003.6,12400.0,0,20.61,0.0,29796.4,1083.96
42,24900.0,3.0,Full-time,Some College,Single,1,2075.0,504.17,183.0,0.331,0.088,667,7,0.0,0,0,0.532,7347.6,6100.0,0,17.61,0.0,14452.4,1387.83
44,20000.0,8.3,Part-time,Bachelor,Married,1,1667.0,531.91,1971.51,1.502,1.183,743,4,0.0,1,1,0.427,9225.3,22200.0,12,11.91,0.0,29074.7,-836.75
56,51500.0,3.0,Full-time,Some College,Married,2,4291.67,1444.15,803.1,0.524,0.187,725,16,0.0,1,1,0.409,57031.5,35400.0,60,12.87,0.0,74868.5,2044.42
24,80100.0,1.9,Self-employed,Bachelor,Married,3,6675.0,2158.03,791.27,0.442,0.119,723,4,0.0,1,1,0.308,166633.6,127300.0,360,6.34,0.798,201466.4,3725.7
57,28700.0,5.2,Full-time,High School,Married,2,2391.67,185.94,1045.28,0.515,0.437,660,7,0.0,2,2,0.623,20546.5,22100.0,24,12.48,0.0,56053.5,1160.45
49,35800.0,5.7,Unknown,Some College,Single,1,2983.33,1167.32,549.06,0.575,0.184,705,12,0.0,2,2,0.589,18864.9,21200.0,48,11.11,0.0,48235.1,1266.95
51,102400.0,6.6,Full-time,Bachelor,Married,1,8533.33,2805.7,99.0,0.34,0.012,819,6,0.0,0,0,0.066,137017.8,3300.0,0,15.02,0.0,12982.2,5628.633333333334
41,23900.0,9.4,Full-time,Some College,Divorced,0,1991.67,113.06,718.73,0.418,0.361,706,7,0.0,3,3,0.683,9319.8,8100.0,12,11.75,0.0,28180.2,1159.8766666666668
31,57100.0,3.5,Full-time,Graduate,Married,2,4758.0,1413.21,873.19,0.481,0.184,689,10,0.0,2,2,0.141,39514.0,144400.0,360,6.08,0.93,150886.0,2471.93
54,47900.0,7.9,Full-time,Graduate,Married,3,3992.0,772.63,413.58,0.297,0.104,693,15,0.0,0,0,0.68,33152.0,12400.0,36,12.29,0.0,82848.0,2805.46
31,24900.0,1.3,Full-time,High School,Married,1,2075.0,393.11,267.0,0.318,0.129,636,5,1.0,2,2,0.501,30289.3,8900.0,0,18.63,0.0,39310.7,1414.8899999999999
39,32900.0,6.6,Full-time,Some College,Single,2,2742.0,815.37,447.39,0.461,0.163,755,4,0.0,2,2,0.391,64371.3,17200.0,48,11.34,0.0,58528.7,1478.9066666666665
47,100000.0,6.2,Self-employed,Advanced,Married,2,8333.33,2589.34,771.09,0.403,0.093,739,6,0.0,3,3,0.404,156330.8,126300.0,360,6.17,0.652,232269.2,4972.9
55,68100.0,9.9,Full-time,Some College,Single,1,5675.0,1655.14,137.61,0.316,0.024,683,11,0.0,1,1,0.573,67252.5,5000.0,48,14.39,0.0,95247.5,3882.25
69,24300.0,5.7,Full-time,Some College,Married,1,2025.0,628.18,2919.88,1.752,1.442,725,12,0.0,1,1,0.857,2860.0,444700.0,360,6.87,0.756,461840.0,-1523.06
40,29000.0,3.6,Unknown,Bachelor,Married,2,2417.0,269.0,333.2,0.249,0.138,732,8,0.0,4,4,0.124,78226.8,13200.0,48,9.75,0.0,24273.2,1814.4666666666665
45,48700.0,7.4,Self-employed,Bachelor,Divorced,0,4058.33,430.46,75.0,0.125,0.018,765,7,0.0,1,1,0.229,44409.6,2500.0,0,15.2,0.0,15690.4,3552.87
34,75500.0,6.6,Full-time,Graduate,Married,0,6291.67,638.57,108.0,0.119,0.017,765,12,0.0,1,1,0.613,85565.7,3600.0,0,15.8,0.0,139134.3,5545.096666666667
38,112000.0,13.5,Full-time,Graduate,Married,3,9333.33,1539.79,420.25,0.21,0.045,812,13,0.0,1,1,0.249,278621.0,16300.0,48,10.87,0.0,108679.0,7373.29
40,56100.0,5.6,Full-time,Some College,Married,1,4675.0,802.42,126.0,0.199,0.027,711,7,0.0,2,2,0.183,94853.7,4200.0,0,17.35,0.0,25446.3,3746.58
39,26400.0,8.2,Full-time,Bachelor,Married,5,2200.0,460.12,1350.63,0.823,0.614,729,4,0.0,2,2,0.571,8708.7,214800.0,360,6.45,0.941,226391.3,389.25
51,67600.0,10.7,Full-time,Bachelor,Married,1,5633.33,1500.07,1150.81,0.471,0.204,724,14,0.0,1,1,0.199,165566.7,127400.0,180,7.08,0.925,168533.3,2982.453333333333
30,22500.0,0.4,Full-time,Bachelor,Single,0,1875.0,225.89,992.17,0.65,0.529,738,10,0.0,3,3,0.373,10909.8,163900.0,360,6.09,0.809,170390.2,656.94
47,67400.0,7.1,Full-time,Bachelor,Single,3,5616.67,1749.44,534.96,0.407,0.095,692,9,0.0,3,3,0.511,63863.399999999994,20000.0,48,12.84,0.0,86736.6,3332.266666666667
35,27800.0,6.1,Full-time,Some College,Married,2,2317.0,838.56,635.95,0.636,0.275,741,9,0.0,0,0,0.374,19593.8,19100.0,36,12.17,0.0,30806.2,842.16
18,20000.0,0.3,Full-time,Some College,Single,2,1666.67,268.29,549.0,0.49,0.329,682,3,0.0,1,1,0.324,14196.0,18300.0,0,18.38,0.0,25104.0,849.38
33,37400.0,0.3,Full-time,High School,Married,3,3116.67,714.03,85.17,0.256,0.027,669,0,0.0,2,2,0.703,18889.2,3900.0,60,11.19,0.0,48610.8,2317.47
25,30500.0,7.8,Full-time,Some College,Married,1,2541.67,172.05,70.21,0.095,0.028,729,2,0.0,3,3,0.523,14023.8,2800.0,48,9.4,0.0,18176.2,2299.41
23,20000.0,5.1,Self-employed,Graduate,Single,0,1666.67,398.2,210.0,0.365,0.126,641,6,0.0,2,2,0.563,16911.9,7000.0,0,18.82,0.0,28788.1,1058.4666666666667
38,64900.0,3.7,Contract,Graduate,Married,1,5408.0,1485.98,144.0,0.301,0.027,796,12,0.0,1,1,0.24,62016.0,4800.0,0,15.64,0.0,24384.0,3778.353333333333
39,56900.0,5.1,Full-time,Bachelor,Married,2,4741.67,1581.45,345.0,0.406,0.073,770,15,0.0,0,0,0.382,61861.8,11500.0,0,15.95,0.0,49738.2,2815.216666666667
55,71000.0,5.0,Self-employed,Bachelor,Divorced,0,5916.67,1324.81,738.76,0.349,0.125,699,5,0.0,2,2,0.298,51948.0,100300.0,360,8.04,0.902,122352.0,3853.1
45,64100.0,3.2,Full-time,Bachelor,Married,2,5341.67,954.92,462.0,0.265,0.086,709,18,0.0,0,0,0.49,61863.0,15400.0,0,16.4,0.0,74837.0,3924.75
42,38400.0,4.0,Full-time,Graduate,Divorced,1,3200.0,1043.96,1953.79,0.937,0.611,727,12,0.0,0,0,0.236,48132.0,329400.0,360,5.9,0.809,344268.0,202.25
43,20000.0,1.0,Full-time,High School,Divorced,1,1666.67,211.15,544.34,0.453,0.327,717,13,0.0,1,1,0.586,12916.8,16500.0,36,11.53,0.0,34783.2,911.18
43,20000.0,4.9,Full-time,Some College,Married,3,1666.67,564.31,477.61,0.625,0.287,714,10,0.0,1,1,0.515,18721.0,18700.0,48,10.37,0.0,38579.0,624.75
29,22100.0,7.9,Contract,High School,Married,1,1842.0,145.15,336.0,0.261,0.182,680,5,0.0,2,2,0.351,36733.4,11200.0,0,18.0,0.0,31066.6,1360.52
55,47400.0,2.8,Part-time,Some College,Married,1,3950.0,379.71,129.0,0.129,0.033,713,9,0.0,2,2,0.432,37431.2,4300.0,0,18.21,0.0,32768.8,3441.29
37,62800.0,11.0,Full-time,Bachelor,Single,0,5233.33,985.6,2662.85,0.697,0.509,756,11,0.0,0,0,0.355,53212.5,403500.0,360,6.92,0.899,432787.5,1584.88
33,20000.0,11.0,Self-employed,High School,Married,1,1666.67,551.86,1475.74,1.217,0.885,689,11,0.0,5,5,0.341,34729.3,186400.0,360,8.82,0.835,204370.7,-360.93
22,25400.0,4.4,Full-time,Some College,Single,0,2117.0,821.77,720.12,0.728,0.34,625,2,0.0,3,3,0.259,28009.8,21100.0,36,13.9,0.0,30890.2,574.78
26,30100.0,7.0,Self-employed,Bachelor,Single,1,2508.0,257.09,267.25,0.209,0.107,664,1,0.0,0,0,0.176,53642.4,7900.0,36,13.28,0.0,19357.6,1983.99
48,38800.0,3.4,Full-time,Bachelor,Married,0,3233.33,873.29,1419.48,0.709,0.439,755,17,0.0,2,2,0.418,71935.2,248900.0,360,5.54,0.762,300564.8,940.5633333333335
55,72400.0,2.0,Self-employed,Advanced,Divorced,1,6033.0,1643.68,2612.58,0.705,0.433,790,15,0.0,2,2,0.116,88400.0,457600.0,360,5.55,0.79,469200.0,1777.07
40,67100.0,4.1,Full-time,Bachelor,Single,3,5592.0,635.38,348.0,0.176,0.062,752,8,0.0,0,0,0.857,30401.79999999999,11600.0,0,17.33,0.0,193798.2,4608.29
60,27000.0,5.4,Full-time,High School,Single,1,2250.0,197.07,219.0,0.185,0.097,712,5,0.0,5,5,0.341,36838.1,7300.0,0,16.87,0.0,26361.9,1833.93
45,43000.0,14.0,Full-time,Bachelor,Married,0,3583.33,1432.12,408.0,0.514,0.114,736,9,0.0,1,1,0.432,59242.4,13600.0,0,18.17,0.0,58657.6,1743.21
28,145600.0,6.1,Full-time,Advanced,Married,0,12133.33,2627.73,90.0,0.224,0.007,737,2,0.0,1,1,0.708,29784.0,3000.0,0,13.86,0.0,75216.0,9415.6
38,98900.0,2.5,Full-time,Advanced,Married,3,8241.67,2136.13,304.03,0.296,0.037,780,10,0.0,0,0,0.575,82110.0,14500.0,60,9.43,0.0,125590.0,5801.51
30,22700.0,4.8,Part-time,Some College,Single,0,1892.0,731.13,1553.38,1.208,0.821,669,8,0.0,1,1,0.561,19711.1,236100.0,360,6.89,0.79,261288.9,-392.84
46,59700.0,3.7,Part-time,Graduate,Married,2,4975.0,527.42,168.0,0.14,0.034,791,11,0.0,2,2,0.31,94737.0,5600.0,0,16.05,0.0,48163.0,4279.58
44,52300.0,0.5,Full-time,Bachelor,Married,3,4358.33,849.67,507.0,0.311,0.116,746,13,0.0,1,1,0.391,85808.1,16900.0,0,18.05,0.0,71991.9,3001.66
30,20000.0,3.0,Self-employed,Some College,Married,3,1666.67,205.61,357.21,0.338,0.214,624,10,0.0,1,1,0.246,26390.0,13600.0,48,11.86,0.0,22210.0,1103.8466666666668
34,44800.0,2.9,Self-employed,Some College,Married,4,3733.0,720.33,784.93,0.403,0.21,722,11,0.0,2,2,0.558,51846.6,24000.0,36,10.93,0.0,89453.4,2228.07
46,21100.0,5.7,Full-time,Some College,Married,4,1758.0,439.59,921.68,0.774,0.524,719,10,0.0,1,1,0.511,17163.9,136600.0,360,7.14,0.753,154536.1,397.06
29,30700.0,2.2,Full-time,Graduate,Married,2,2558.0,193.01,395.17,0.23,0.154,698,5,0.0,3,3,0.176,51994.4,11600.0,36,13.77,0.0,22705.6,1970.1533333333334
25,32800.0,3.7,Full-time,Some College,Married,2,2733.33,271.2,157.88,0.157,0.058,696,11,0.0,0,0,0.767,14585.800000000003,7000.0,60,12.61,0.0,55014.2,2304.25
29,53000.0,5.8,Full-time,Some College,Married,0,4417.0,331.78,106.68,0.099,0.024,717,4,0.0,2,2,0.519,57383.3,4100.0,48,11.36,0.0,66016.7,3978.21
37,56700.0,6.6,Full-time,Bachelor,Married,1,4725.0,544.78,1294.86,0.389,0.274,757,8,0.0,1,1,0.5,20150.0,28100.0,24,9.86,0.0,48250.0,2885.36
49,67600.0,3.9,Full-time,Bachelor,Married,0,5633.0,1043.57,736.05,0.316,0.131,770,11,0.0,0,0,0.153,84530.6,27800.0,48,12.29,0.0,43069.4,3853.71
47,65500.0,7.6,Self-employed,Some College,Married,4,5458.0,1182.4,1173.49,0.432,0.215,713,3,0.0,2,2,0.313,126133.2,220100.0,360,4.94,0.871,277566.8,3102.44
47,55300.0,13.4,Self-employed,Some College,Married,0,4608.33,532.47,81.0,0.133,0.018,705,6,0.0,2,2,0.644,28480.0,2700.0,0,18.96,0.0,54220.0,3994.86
29,48900.0,0.3,Full-time,Bachelor,Single,1,4075.0,312.84,345.0,0.161,0.085,722,11,0.0,1,1,0.409,34750.8,11500.0,0,16.07,0.0,35549.2,3417.16
21,28100.0,3.1,Part-time,High School,Married,0,2341.67,171.32,2948.83,1.332,1.259,604,17,0.0,1,1,0.411,12722.4,318100.0,180,7.5,0.772,326977.6,-778.4833333333336
56,22900.0,4.8,Self-employed,High School,Divorced,0,1908.33,239.62,1305.28,0.81,0.684,664,12,0.0,2,2,0.444,19348.8,199200.0,360,6.85,0.853,214651.2,363.43
18,20000.0,0.9,Full-time,Bachelor,Married,0,1666.67,348.97,1184.66,0.92,0.711,639,11,0.0,2,2,0.527,5439.5,147100.0,360,9.01,0.87,153160.5,133.04
40,21000.0,4.4,Full-time,Advanced,Single,2,1750.0,632.04,569.69,0.687,0.326,767,14,0.0,3,3,0.049,27198.6,22500.0,48,9.91,0.0,23901.4,548.27
20,20000.0,2.7,Full-time,High School,Single,2,1666.67,221.79,605.87,0.497,0.364,593,0,0.0,4,4,0.689,11507.0,17500.0,36,14.91,0.0,42993.0,839.01
49,59300.0,1.9,Full-time,Bachelor,Divorced,0,4942.0,1266.76,123.22,0.281,0.025,704,15,0.0,4,4,0.665,19765.0,4800.0,48,10.64,0.0,44035.0,3551.686666666667
51,42500.0,3.7,Self-employed,Bachelor,Married,3,3541.67,546.65,64.99,0.173,0.018,729,11,0.0,1,1,0.665,32227.0,2500.0,48,11.31,0.0,66473.0,2930.03
35,27700.0,3.3,Self-employed,Bachelor,Married,0,2308.33,300.91,2014.92,1.003,0.873,668,8,0.0,0,0,0.538,10857.0,324500.0,360,6.33,0.629,337143.0,-7.5
24,76600.0,2.1,Full-time,Graduate,Single,1,6383.33,2385.87,448.29,0.444,0.07,769,13,0.0,0,0,0.764,44698.399999999994,20300.0,60,11.68,0.0,165001.6,3549.173333333333
48,132900.0,4.8,Full-time,Graduate,Divorced,3,11075.0,2853.27,213.0,0.277,0.019,810,6,0.0,4,4,0.296,142912.0,7100.0,0,15.18,0.0,67188.0,8008.73
55,58100.0,7.7,Contract,Some College,Married,1,4842.0,1838.25,390.0,0.46,0.081,733,23,0.0,1,1,0.531,35925.4,13000.0,0,16.47,0.0,53674.6,2613.42
46,56200.0,2.7,Self-employed,High School,Married,1,4683.33,1428.11,321.0,0.373,0.069,697,9,0.0,2,2,0.351,69378.1,10700.0,0,17.16,0.0,48221.9,2934.22
42,79700.0,10.1,Full-time,Graduate,Divorced,0,6641.67,2573.3,237.0,0.423,0.036,703,12,0.0,1,1,0.487,30472.2,7900.0,0,17.39,0.0,36827.8,3831.37
31,57200.0,6.8,Unknown,Graduate,Single,0,4766.67,1329.65,571.27,0.399,0.12,773,7,0.0,1,1,0.487,89775.0,17800.0,36,9.63,0.0,103025.0,2865.75
20,21300.0,2.7,Part-time,Bachelor,Married,1,1775.0,548.42,1059.81,0.906,0.597,647,8,0.0,0,0,0.526,23368.2,22200.0,24,13.42,0.0,48131.8,166.76999999999998
52,22000.0,5.1,Full-time,High School,Single,0,1833.33,446.24,367.62,0.444,0.201,684,13,0.0,0,0,0.385,24538.5,11000.0,36,12.43,0.0,26361.5,1019.47
31,48500.0,6.7,Self-employed,Advanced,Married,2,4041.67,1609.27,240.0,0.458,0.059,724,18,0.0,1,1,0.629,38546.9,8000.0,0,17.43,0.0,73353.1,2192.4
52,84500.0,7.6,Self-employed,Graduate,Married,3,7041.67,2579.04,2975.61,0.789,0.423,766,4,0.0,2,2,0.253,74102.4,530500.0,360,5.39,0.851,555597.6,1487.02
45,20000.0,3.1,Full-time,Bachelor,Single,1,1667.0,462.75,714.05,0.706,0.428,712,16,0.0,2,2,0.432,7781.6,27100.0,48,12.03,0.0,33018.4,489.8666666666668
32,20300.0,9.3,Full-time,Some College,Married,1,1691.67,195.12,766.57,0.568,0.453,712,11,0.0,1,1,0.194,28774.2,23000.0,36,12.24,0.0,29925.8,729.9766666666667
29,43700.0,6.0,Full-time,High School,Married,0,3641.67,1181.8,293.77,0.405,0.081,678,10,0.0,4,4,0.22,35646.0,10900.0,48,13.25,0.0,20954.0,2166.1
55,91200.0,9.8,Full-time,Bachelor,Single,4,7600.0,1720.47,297.0,0.265,0.039,782,11,0.0,2,2,0.762,28940.8,9900.0,0,17.86,0.0,102559.2,5582.53
34,130700.0,2.0,Self-employed,Some College,Married,1,10891.67,2075.83,285.0,0.217,0.026,766,13,0.0,1,1,0.327,255672.7,9500.0,0,16.7,0.0,133727.3,8530.84
18,25500.0,0.3,Full-time,High School,Single,3,2125.0,238.82,881.09,0.527,0.415,715,12,0.0,2,2,0.276,21647.6,26600.0,36,11.81,0.0,34852.4,1005.09
50,38500.0,8.2,Self-employed,Some College,Married,2,3208.33,1156.91,2223.12,1.054,0.693,668,14,0.0,4,4,0.591,21881.5,302400.0,360,8.02,0.936,334018.5,-171.7
37,60600.0,6.1,Self-employed,High School,Single,0,5050.0,1301.26,537.01,0.364,0.106,725,7,0.0,3,3,0.47,62699.0,20400.0,48,11.98,0.0,76001.0,3211.73
50,69600.0,0.4,Full-time,Bachelor,Married,0,5800.0,1480.67,1188.42,0.46,0.205,749,7,0.0,1,1,0.219,82239.3,25700.0,24,10.21,0.0,48760.7,3130.91
34,76400.0,8.1,Unknown,Advanced,Single,2,6367.0,732.96,601.47,0.21,0.094,766,7,0.0,2,2,0.515,71731.5,18700.0,36,9.78,0.0,94868.5,5032.236666666667
47,20000.0,1.0,Full-time,Some College,Married,1,1666.67,131.74,205.89,0.203,0.124,672,7,0.0,2,2,0.221,10594.4,9500.0,60,10.86,0.0,12505.6,1329.04
50,23800.0,11.7,Full-time,Some College,Married,3,1983.33,676.28,438.0,0.562,0.221,713,6,0.0,1,1,0.601,20309.1,14600.0,0,18.06,0.0,45190.9,869.05
25,45800.0,7.8,Full-time,Some College,Married,2,3816.67,1426.17,261.0,0.442,0.068,679,12,0.0,0,0,0.104,27417.6,8700.0,0,19.34,0.0,11882.4,2129.5
38,38600.0,2.7,Full-time,Graduate,Divorced,1,3216.67,751.49,2678.59,1.066,0.833,742,1,0.0,2,2,0.149,58123.3,458500.0,360,5.76,0.823,468676.7,-213.4133333333334
27,50400.0,9.1,Full-time,Graduate,Married,3,4200.0,1371.37,1334.35,0.644,0.318,760,8,0.0,2,2,0.338,89370.0,207000.0,360,6.69,0.755,252630.0,1494.28
48,50900.0,5.6,Full-time,Bachelor,Married,1,4241.67,694.81,449.64,0.27,0.106,751,12,0.0,2,2,0.289,72664.2,13800.0,36,10.67,0.0,43335.8,3097.22
24,20000.0,6.8,Full-time,Bachelor,Married,0,1666.67,440.77,206.09,0.388,0.124,643,6,0.0,1,1,0.364,35361.6,9200.0,60,12.31,0.0,29438.4,1019.81
35,20000.0,2.8,Full-time,Some College,Single,1,1666.67,597.28,350.9,0.569,0.211,702,4,0.0,1,1,0.421,35434.8,13400.0,48,11.7,0.0,39165.2,718.4866666666668
44,38200.0,5.6,Full-time,Some College,Married,1,3183.33,452.88,2019.02,0.777,0.634,720,12,0.0,1,1,0.525,15675.0,436500.0,360,3.74,0.593,453825.0,711.4333333333334
47,69600.0,1.0,Full-time,Some College,Married,2,5800.0,2121.7,577.07,0.465,0.099,734,9,0.0,1,1,0.747,40049.9,12400.0,24,10.85,0.0,130650.1,3101.23
32,36300.0,0.9,Unknown,Some College,Single,0,3025.0,582.08,2448.31,1.002,0.809,687,9,0.0,4,4,0.134,59927.2,368000.0,360,7.0,0.884,377272.8,-5.39
36,68500.0,2.1,Full-time,Graduate,Married,0,5708.33,784.56,1960.38,0.481,0.343,740,8,0.0,3,3,0.48,101868.0,395200.0,360,4.32,0.83,489232.0,2963.39
37,81200.0,0.1,Full-time,Bachelor,Single,0,6766.67,2526.8,877.78,0.503,0.13,735,14,0.0,7,7,0.642,48902.8,37800.0,60,13.91,0.0,125497.2,3362.09
20,20000.0,2.3,Full-time,High School,Married,1,1667.0,132.62,411.28,0.326,0.247,669,4,0.0,1,1,0.685,13450.5,15800.0,48,11.38,0.0,45049.5,1122.77
51,75300.0,4.5,Full-time,Bachelor,Single,0,6275.0,943.26,322.04,0.202,0.051,755,14,0.0,4,4,0.342,62444.2,9700.0,36,11.97,0.0,42155.8,5009.7
46,59900.0,0.6,Full-time,Bachelor,Single,0,4992.0,470.75,653.83,0.225,0.131,775,14,0.0,4,4,0.253,102264.3,147800.0,360,3.38,0.888,182435.7,3867.09
23,20000.0,1.7,Full-time,Some College,Single,0,1666.67,565.04,4075.81,2.785,2.445,623,8,0.0,0,0,0.574,15975.0,540500.0,360,8.29,0.686,562025.0,-2974.18
35,74400.0,10.9,Self-employed,Some College,Single,1,6200.0,1403.99,2537.11,0.636,0.409,741,9,0.0,0,0,0.539,102065.4,465700.0,360,5.13,0.529,585034.6,2258.9
36,56900.0,15.2,Full-time,Graduate,Divorced,1,4741.67,1808.52,1457.69,0.689,0.307,731,9,0.0,3,3,0.298,52509.6,218000.0,360,7.05,0.682,240290.4,1475.46
43,85100.0,5.6,Full-time,Advanced,Married,1,7092.0,2347.75,1108.4,0.487,0.156,807,13,0.0,1,1,0.134,153628.4,227200.0,360,4.18,0.757,250971.6,3635.52
38,66700.0,2.7,Full-time,Bachelor,Divorced,1,5558.0,1516.67,573.92,0.376,0.103,721,14,0.0,0,0,0.469,36639.0,12400.0,24,10.3,0.0,44761.0,3467.74
